DOI
10.1371/journal.pone.0053510
10.1371/journal.pone.0053940
10.1371/journal.pone.0057285
10.1371/journal.pone.0062170
10.1371/journal.pone.0064904
10.1371/journal.pone.0063581
10.1371/journal.pone.0070508
10.1371/journal.pone.0068296
10.1371/journal.pone.0069485
10.1371/journal.pone.0069583
10.1371/journal.pone.0069592
10.1371/journal.pone.0069134
10.1371/journal.pone.0071127
10.1371/journal.pone.0084982
10.1371/journal.pone.0086342
10.1371/journal.pone.0087003
10.1371/journal.pone.0089546
10.1371/journal.pone.0090318
10.1371/journal.pone.0092066
10.1371/journal.pone.0092305
10.1371/journal.pone.0092626
10.1371/journal.pone.0090608
10.1371/journal.pone.0094830
10.1371/journal.pone.0095434
10.1371/journal.pone.0092189
10.1371/journal.pone.0094472
10.1371/journal.pone.0095926
10.1371/journal.pone.0093995
10.1371/journal.pone.0093563
10.1371/journal.pone.0096343
10.1371/journal.pone.0099137
10.1371/journal.pone.0098448
10.1371/journal.pone.0105049
10.1371/journal.pone.0103868
10.1371/journal.pbio.1001847
10.1371/journal.pgen.1003361
10.1371/journal.pgen.1003094
10.1371/journal.pgen.1004121
10.1371/journal.pgen.1004480
10.1371/journal.ppat.1003576
10.1371/journal.ppat.1003114
10.1371/journal.ppat.1003445
10.1371/journal.ppat.1003845
10.1371/journal.ppat.1003896
10.1371/journal.ppat.1004059
10.1371/journal.ppat.1003981
10.1371/journal.ppat.1004195
10.1371/journal.pntd.0002890
10.1128/mBio.00275-11
10.1128/mBio.00495-12
10.1128/mBio.00252-13
PMID: 8675338
PMID: 9864199
10.1128/IAI.68.1.72-79.2000
10.1128/IAI.69.10.6131-6139.2001
10.1128/IAI.71.2.948-955.2003
10.1128/IAI.71.2.766-773.2003
10.1128/IAI.71.3.1209-1216.2003
10.1128/IAI.72.3.1223-1229.2004
10.1128/IAI.73.3.1386-1398.2005
10.1128/IAI.73.3.1754-1763.2005
10.1128/IAI.74.2.1148-1155.2006
10.1128/IAI.01192-08
10.1128/IAI.00913-08
10.1128/IAI.00156-09
10.1128/IAI.00956-09
10.1128/IAI.01203-10
10.1128/IAI.00805-10
10.1128/IAI.00206-12
10.1128/IAI.06230-11
10.1128/IAI.00013-12
10.1128/IAI.05798-11
10.1128/IAI.06056-11
10.1128/IAI.00063-12
10.1128/IAI.01165-12
10.1128/IAI.01008-13
10.1128/IAI.00552-13
10.1128/IAI.00539-13
10.1128/IAI.06295-11
10.1128/IAI.01769-14
PMID: 9620397
10.1128/JCM.41.8.3584-3591.2003
10.1128/JCM.41.6.2341-2347.2003
10.1128/JCM.42.2.665-669.2004
10.1128/JCM.42.12.5885-5888.2004
10.1128/JCM.42.3.1082-1088.2004
10.1128/JCM.43.7.3512-3515.2005
10.1128/JCM.43.8.4002-4009.2005
10.1128/JCM.00418-06
10.1128/JCM.44.3.772-776.2006
10.1128/JCM.00001-09
10.1155/2013/308130
10.1155/2013/582526
10.1155/2013/358945
10.1155/2013/210604
10.1155/2014/272101
10.1155/2014/424767
10.1155/2014/164391
10.1155/2014/936978
10.1155/2011/507920
10.1155/2012/595292
10.1155/2012/378415
10.1155/2012/732578
10.1155/2013/594906
10.1155/2013/467245
10.1155/2013/938081
10.1155/2014/640857
10.1155/2014/989340
10.1002/ijc.27989
10.1002/ijc.28032
10.1002/ijc.28289
10.1002/ijc.28001
10.1002/ijc.28280
10.1002/ijc.27627
10.1002/ijc.27863
10.1002/ijc.27730
10.1002/ijc.27927
10.1002/ijc.27917
10.1111/j.1365-2672.2010.04795.x
10.1111/j.1462-2920.2008.01842.x
10.1111/j.1462-2920.2012.02741.x
10.1111/j.1462-2920.2012.02788.x
10.1111/j.1348-0421.2004.tb03525.x
10.1111/j.1348-0421.2005.tb03723.x
10.1111/j.1348-0421.2010.00241.x
10.1111/j.1472-765X.2012.03263.x
10.1186/1471-2180-10-53
10.1186/1471-2180-13-113
10.1186/gb-2013-14-10-r121
10.1186/bcr3128
10.1186/bcr3201
10.1186/bcr3322
10.1186/bcr3200
10.1186/bcr3441
10.1186/bcr3692
10.1016/S0169-5002(01)00212-4
10.1016/S0169-5002(03)00239-3
10.1016/j.lungcan.2006.06.001
10.1016/j.lungcan.2006.06.006
10.1016/j.lungcan.2008.05.026
10.1016/j.lungcan.2009.06.013
10.1016/j.lungcan.2009.10.010
10.1016/j.lungcan.2011.01.012
10.1016/j.lungcan.2011.10.002
10.1016/j.jaut.2005.09.016
10.1016/j.jaut.2004.10.003
10.1016/j.jaut.2006.05.001
10.1016/j.jaut.2007.02.007
10.1016/j.jaut.2008.12.003
10.1016/j.jaut.2014.02.013
10.1016/j.cyto.2003.11.014
10.1016/j.cyto.2004.12.015
10.1016/j.cyto.2004.11.009
10.1016/j.cyto.2006.07.009
10.1016/j.cyto.2007.01.002
10.1016/j.cyto.2006.12.003
10.1016/j.cyto.2005.12.007
10.1016/j.cyto.2007.04.003
10.1016/j.cyto.2008.06.007
10.1016/j.cyto.2008.06.003
10.1016/j.cyto.2008.01.001
10.1016/j.cyto.2008.02.005
10.1016/j.cyto.2009.07.004
10.1016/j.cyto.2008.12.021
10.1016/j.cyto.2008.12.013
10.1016/j.cyto.2008.12.015
10.1016/j.cyto.2009.11.020
10.1016/j.cyto.2011.06.006
10.1016/j.cyto.2011.08.017
10.1016/j.cyto.2011.02.016
10.1016/j.cyto.2010.09.007
10.1016/j.cyto.2011.06.005
10.1016/j.cyto.2012.04.029
10.1016/j.cyto.2012.08.025
10.1016/j.cyto.2012.05.021
10.1016/j.cyto.2013.04.009
10.1016/j.cyto.2013.04.005
10.1016/j.cyto.2014.07.249
10.1126/science.1156725
10.1126/science.1176709
10.1126/science.1231897
10.1038/34214
10.1038/44188
10.1038/nature07034
10.1038/nature07091
10.1038/nature08027
10.1038/nature10539
10.1038/nature12878
10.1038/onc.2013.184
10.1038/onc.2012.182
10.1038/onc.2013.237
10.1038/onc.2014.404
10.1038/onc.2014.22
10.1083/jcb.201201133
10.3892/ijo.2012.1714
10.3892/ijo.2012.1617
10.3892/ijo.2012.1470
10.3892/ijo.2012.1343
10.3892/ijo.2013.1789
10.3892/ijo.2012.1741
10.3892/ijo.2013.1761
10.3892/ijo.2013.1809
10.3892/ijo.2013.1903
10.1016/j.ccr.2013.04.019
10.1016/j.ccr.2012.10.003
10.1016/j.ccr.2013.12.007
10.1016/j.ccr.2013.02.018
10.1016/j.ccell.2014.09.008
10.1073/pnas.1101273108
10.1073/pnas.1108537109
10.1073/pnas.1202214109
10.1073/pnas.1310331110
10.1073/pnas.1211179110
10.1073/pnas.1319190110
