,0,1
0,0.59484935,0.40515068
1,0.7071205,0.2928795
2,0.8589077,0.1410923
3,0.8177596,0.18224044
4,0.8390493,0.1609508
5,0.7334345,0.2665655
6,0.8031528,0.19684722
7,0.7135522,0.2864478
8,0.74968374,0.25031626
9,0.7965867,0.20341332
10,0.83537686,0.16462317
11,0.64284235,0.35715762
12,0.72662926,0.27337068
13,0.8491791,0.15082088
14,0.58534735,0.41465268
15,0.6547435,0.34525654
16,0.78213936,0.21786065
17,0.7407081,0.2592919
18,0.755752,0.24424794
19,0.70422417,0.2957758
20,0.79108304,0.20891698
21,0.7874999,0.21250005
22,0.81734693,0.18265311
23,0.75319004,0.24681
24,0.7427976,0.25720242
25,0.8069189,0.19308111
26,0.7326918,0.26730812
27,0.5767699,0.42323008
28,0.61757064,0.38242933
29,0.7479655,0.25203454
30,0.81303835,0.1869616
31,0.696738,0.303262
32,0.7406716,0.25932837
33,0.6994328,0.30056724
34,0.7566938,0.2433062
35,0.80484706,0.1951529
36,0.8114778,0.18852217
37,0.7140604,0.28593948
38,0.7643578,0.23564222
39,0.62474084,0.37525913
40,0.6992382,0.30076185
41,0.7621164,0.23788361
42,0.6859671,0.31403294
43,0.62238157,0.3776184
44,0.67049646,0.32950357
45,0.8485191,0.15148091
46,0.7350673,0.26493266
47,0.7919471,0.20805293
48,0.8119285,0.1880715
49,0.70557535,0.29442465
50,0.7708423,0.22915773
51,0.6982072,0.30179283
52,0.8010918,0.19890821
53,0.78276443,0.21723554
54,0.6127415,0.3872585
55,0.8778247,0.12217532
56,0.6386218,0.36137822
57,0.7686749,0.23132502
58,0.7657864,0.2342136
59,0.7324112,0.26758882
60,0.7488717,0.25112832
61,0.84202886,0.15797119
62,0.7375231,0.2624769
63,0.82875735,0.17124264
64,0.7757441,0.22425593
65,0.64526135,0.35473868
66,0.82942873,0.17057127
67,0.8044665,0.19553351
68,0.6893814,0.31061858
69,0.80532944,0.19467048
70,0.8017808,0.19821914
71,0.76346976,0.23653023
72,0.8198524,0.18014753
73,0.69914407,0.30085593
74,0.66454566,0.33545426
75,0.7419525,0.2580475
76,0.82560676,0.17439325
77,0.7913947,0.20860536
78,0.8087175,0.19128251
79,0.7293168,0.27068326
80,0.7534368,0.24656321
81,0.65462357,0.34537643
82,0.78637993,0.2136201
83,0.665201,0.33479896
84,0.82300544,0.1769946
85,0.73590463,0.26409537
86,0.63440377,0.3655963
87,0.71353436,0.28646562
88,0.7352354,0.26476455
89,0.68501586,0.31498414
90,0.76303315,0.23696682
91,0.64092207,0.35907793
92,0.77496713,0.2250328
93,0.7643489,0.23565109
94,0.7962588,0.20374122
95,0.74214584,0.2578542
96,0.74599606,0.25400397
97,0.728162,0.27183804
98,0.7996004,0.2003996
99,0.77335,0.22665001
100,0.8037187,0.19628127
101,0.8228261,0.17717396
102,0.6972898,0.30271015
103,0.76305926,0.23694077
104,0.76974446,0.23025557
105,0.7090009,0.29099908
106,0.68801373,0.3119863
107,0.82515574,0.17484434
108,0.6905313,0.3094687
109,0.74566185,0.25433815
110,0.8028485,0.1971515
111,0.7128933,0.2871067
112,0.6697073,0.33029276
113,0.81470495,0.18529499
114,0.7481068,0.2518932
115,0.7224528,0.27754718
116,0.7459477,0.25405228
117,0.62872875,0.37127128
118,0.78590316,0.2140968
119,0.7005738,0.29942623
120,0.7615683,0.23843172
121,0.70504177,0.29495823
122,0.69609964,0.30390027
123,0.7692361,0.23076391
124,0.76629394,0.23370612
125,0.7643906,0.23560941
126,0.74313295,0.25686708
127,0.8221025,0.1778975
128,0.7409069,0.25909308
129,0.6765627,0.32343727
130,0.66265655,0.33734345
131,0.7872312,0.21276882
132,0.7897257,0.21027425
133,0.6337642,0.36623585
134,0.8164784,0.18352166
135,0.7947516,0.20524842
136,0.704775,0.29522505
137,0.7460119,0.25398806
138,0.62440723,0.3755927
139,0.8096128,0.19038717
140,0.847498,0.15250196
141,0.8167208,0.18327922
142,0.7677959,0.23220406
143,0.77993906,0.2200609
144,0.81939924,0.18060072
145,0.784124,0.21587603
146,0.80360156,0.19639842
147,0.8593133,0.1406867
148,0.86218566,0.13781433
149,0.6495955,0.3504045
150,0.81641144,0.18358853
151,0.7686405,0.23135954
152,0.7061202,0.29387984
153,0.83126956,0.1687304
154,0.73333794,0.26666203
155,0.83158886,0.16841112
156,0.8186856,0.18131436
157,0.8356346,0.16436537
158,0.56966126,0.4303387
159,0.7011534,0.29884657
160,0.8213968,0.17860316
161,0.7911329,0.20886706
162,0.6824842,0.3175158
163,0.8604738,0.13952617
164,0.633652,0.36634803
165,0.86607987,0.13392013
166,0.7191384,0.28086162
167,0.69716316,0.30283684
168,0.8242963,0.17570364
169,0.7295715,0.2704285
170,0.8284679,0.17153206
171,0.72792494,0.272075
172,0.623428,0.37657204
173,0.5952055,0.4047945
174,0.75465584,0.24534413
175,0.7188508,0.28114915
176,0.784328,0.21567203
177,0.82308835,0.17691167
178,0.7595359,0.24046402
179,0.82507366,0.17492633
180,0.68080455,0.31919548
181,0.70236033,0.29763973
182,0.7834759,0.21652415
183,0.85667056,0.14332947
184,0.7873983,0.21260172
185,0.5461827,0.45381734
186,0.8430391,0.15696095
187,0.836861,0.16313896
188,0.70344234,0.29655766
189,0.7681988,0.23180124
190,0.8194741,0.1805259
191,0.67200375,0.32799622
192,0.80552924,0.19447081
193,0.64200634,0.3579937
194,0.6678466,0.33215335
195,0.76173,0.23827
196,0.7930771,0.2069229
197,0.7157035,0.28429654
198,0.7408078,0.25919223
199,0.8111567,0.18884331
200,0.63902855,0.36097142
201,0.6955339,0.30446616
202,0.65359366,0.3464063
203,0.8536314,0.14636868
204,0.77756006,0.22243993
205,0.59319645,0.40680358
206,0.813095,0.18690503
207,0.7885874,0.21141255
208,0.60659504,0.39340493
209,0.86489516,0.13510479
210,0.6654216,0.33457837
211,0.6682362,0.33176377
212,0.5843222,0.4156778
213,0.7877083,0.21229172
214,0.59389865,0.40610135
215,0.6489639,0.3510361
216,0.7741422,0.2258578
217,0.8008294,0.19917062
218,0.83534336,0.16465665
219,0.78270394,0.21729612
220,0.7639943,0.23600575
221,0.6544825,0.3455175
222,0.69924927,0.3007508
223,0.866969,0.13303106
224,0.8902802,0.10971984
225,0.68666315,0.31333688
226,0.7879617,0.2120383
227,0.7114297,0.28857026
228,0.71062547,0.2893745
229,0.74093,0.25906998
230,0.80470157,0.19529851
231,0.7716124,0.22838764
232,0.708242,0.291758
233,0.75181186,0.24818808
234,0.70406145,0.29593846
235,0.64433426,0.35566577
236,0.69897527,0.3010247
237,0.7137507,0.2862493
238,0.69571245,0.30428755
239,0.8581051,0.14189495
240,0.75756925,0.24243073
241,0.7184566,0.2815434
242,0.6700111,0.32998893
243,0.7819511,0.21804889
244,0.73007447,0.26992556
245,0.7020586,0.2979414
246,0.8815789,0.118421085
247,0.72582453,0.2741755
248,0.6958564,0.30414364
249,0.70202124,0.29797876
250,0.8533849,0.14661506
251,0.79657364,0.20342632
252,0.73318446,0.2668156
253,0.755032,0.24496798
254,0.7731443,0.2268557
255,0.7289276,0.27107242
256,0.69893396,0.30106607
257,0.716013,0.28398702
258,0.68018174,0.3198183
259,0.68695,0.3130499
260,0.6492153,0.35078475
261,0.6730977,0.32690227
262,0.7036147,0.2963853
263,0.711904,0.28809607
264,0.7103294,0.28967062
265,0.6741131,0.3258869
266,0.6647295,0.3352705
267,0.6210203,0.37897974
268,0.73644495,0.26355508
269,0.8086544,0.19134559
270,0.7378285,0.26217148
271,0.8437774,0.1562226
272,0.78355354,0.21644649
273,0.6070717,0.39292836
274,0.6535554,0.34644467
275,0.7163267,0.28367326
276,0.7274358,0.27256414
277,0.71420914,0.28579086
278,0.71578455,0.2842154
279,0.8360725,0.16392753
280,0.73721117,0.2627888
281,0.6844676,0.31553236
282,0.7482508,0.25174922
283,0.6921602,0.30783975
284,0.7547512,0.24524885
285,0.7847188,0.21528123
286,0.64266366,0.35733634
287,0.68869287,0.31130713
288,0.71728534,0.28271466
289,0.8824875,0.11751254
290,0.69638544,0.30361456
291,0.77912027,0.2208797
292,0.59567904,0.40432093
293,0.86119133,0.1388087
294,0.70218766,0.2978124
295,0.6657561,0.33424395
296,0.8159748,0.18402529
297,0.7672178,0.23278214
298,0.65358,0.34642002
299,0.6792372,0.32076275
300,0.83346593,0.16653404
301,0.5906608,0.4093392
302,0.69564676,0.3043532
303,0.617171,0.38282895
304,0.8293112,0.1706888
305,0.88190895,0.11809102
306,0.74180037,0.25819957
307,0.77799636,0.22200367
308,0.8057618,0.19423823
309,0.837272,0.16272803
310,0.8641139,0.13588606
311,0.7041216,0.2958784
312,0.6590663,0.34093368
313,0.87856317,0.12143684
314,0.8376992,0.16230083
315,0.7439479,0.25605205
316,0.76949716,0.23050283
317,0.73304397,0.26695597
318,0.6910917,0.30890828
319,0.7766307,0.22336927
320,0.8391787,0.16082136
321,0.81184596,0.18815403
322,0.86614364,0.13385634
323,0.70332134,0.29667863
324,0.7334864,0.26651362
325,0.69432324,0.30567676
326,0.71907306,0.2809269
327,0.8328052,0.16719478
328,0.6921188,0.3078812
329,0.6124012,0.3875988
330,0.69555676,0.30444324
331,0.67384243,0.3261576
332,0.68197125,0.31802872
333,0.7870182,0.21298182
334,0.8069806,0.19301935
335,0.81581205,0.18418789
336,0.7735293,0.22647074
337,0.7755554,0.22444463
338,0.8119949,0.18800512
339,0.65702343,0.34297654
340,0.84745663,0.15254338
341,0.6380116,0.3619884
342,0.7618249,0.23817506
343,0.7644584,0.23554158
344,0.74939233,0.2506076
345,0.8245325,0.17546754
346,0.8708032,0.12919687
347,0.6785343,0.32146567
348,0.61359936,0.38640064
349,0.8151933,0.18480667
350,0.87397057,0.12602942
351,0.8433625,0.15663752
352,0.68708545,0.31291455
353,0.84131,0.15868993
354,0.76079255,0.23920743
355,0.75510347,0.24489659
356,0.7374396,0.2625605
357,0.6845073,0.31549275
358,0.70129824,0.2987018
359,0.80282533,0.19717465
360,0.71329474,0.28670526
361,0.7902766,0.20972346
362,0.60858107,0.39141893
363,0.69304585,0.3069542
364,0.6812121,0.31878787
365,0.72789013,0.27210987
366,0.6368873,0.36311266
367,0.76881456,0.23118544
368,0.5453493,0.45465067
369,0.68179,0.31821
370,0.5511925,0.44880748
371,0.671783,0.3282171
372,0.75436586,0.24563414
373,0.843987,0.15601295
374,0.710099,0.289901
375,0.6769945,0.32300544
376,0.73078007,0.26921996
377,0.7395365,0.26046348
378,0.77534825,0.2246518
379,0.7509877,0.24901222
380,0.69258153,0.30741844
381,0.6839453,0.31605476
382,0.7099544,0.29004565
383,0.7826373,0.21736269
384,0.7140596,0.28594038
385,0.6994195,0.30058053
386,0.7053824,0.29461753
387,0.6283124,0.37168765
388,0.7952682,0.2047318
389,0.84233487,0.15766513
390,0.8074707,0.19252926
391,0.8642286,0.13577138
392,0.71890503,0.281095
393,0.6893154,0.3106846
394,0.7151856,0.28481436
395,0.73911744,0.26088256
396,0.7172238,0.2827762
397,0.6737319,0.32626808
398,0.7002757,0.29972422
399,0.8371514,0.16284858
400,0.64443725,0.35556278
401,0.7841477,0.21585228
402,0.8852863,0.11471373
403,0.7570656,0.24293436
404,0.7592667,0.24073339
405,0.74134606,0.25865397
406,0.66967696,0.330323
407,0.8903561,0.10964385
408,0.6701003,0.32989976
409,0.83139604,0.16860402
410,0.6925786,0.30742133
411,0.6770122,0.3229878
412,0.640816,0.35918406
413,0.70090216,0.29909784
414,0.5641347,0.4358652
415,0.69504607,0.30495396
416,0.7909283,0.20907164
417,0.82418084,0.17581916
418,0.780729,0.21927106
419,0.718206,0.28179398
420,0.8228376,0.17716241
421,0.6729301,0.32706988
422,0.70364696,0.29635307
423,0.6964762,0.30352384
424,0.8126281,0.1873719
425,0.7757531,0.22424693
426,0.7113454,0.28865463
427,0.76851785,0.23148216
428,0.8189561,0.18104392
429,0.8209452,0.17905477
430,0.8156665,0.1843335
431,0.69457424,0.30542576
432,0.7018691,0.2981309
433,0.8288286,0.17117144
434,0.8092941,0.19070585
435,0.67638314,0.32361683
436,0.7215409,0.2784591
437,0.7110509,0.28894904
438,0.5805889,0.41941112
439,0.8263311,0.17366894
440,0.77821517,0.2217848
441,0.80687445,0.19312553
442,0.6479783,0.35202163
443,0.7738617,0.22613837
444,0.8560282,0.14397182
445,0.67047477,0.32952523
446,0.78878236,0.21121763
447,0.86926293,0.13073711
448,0.7837592,0.21624084
449,0.77283174,0.22716829
450,0.7483203,0.25167972
451,0.6777367,0.3222633
452,0.67206395,0.32793605
453,0.8075381,0.1924619
454,0.7292196,0.27078038
455,0.7672066,0.2327934
456,0.74784815,0.25215185
457,0.7169469,0.28305307
458,0.81857014,0.1814298
459,0.8200064,0.1799936
460,0.7408086,0.25919136
461,0.7859947,0.21400528
462,0.7880695,0.21193051
463,0.75357467,0.24642529
464,0.6144547,0.3855453
465,0.7449192,0.25508082
466,0.8032499,0.1967501
467,0.6767778,0.32322216
468,0.8199912,0.18000883
469,0.6613717,0.3386283
470,0.74062836,0.25937164
471,0.7697594,0.23024055
472,0.80806386,0.1919361
473,0.6825894,0.31741062
474,0.89661014,0.10338986
475,0.78413725,0.21586275
476,0.7363807,0.2636193
477,0.7943238,0.20567623
478,0.6964699,0.3035301
479,0.75536215,0.24463783
480,0.7654341,0.23456594
481,0.7336385,0.26636145
482,0.73229927,0.2677008
483,0.7450621,0.25493795
484,0.7047574,0.29524264
485,0.7250145,0.27498546
486,0.73391074,0.26608926
487,0.74565953,0.25434044
488,0.6775791,0.32242092
489,0.8304998,0.16950013
490,0.8234493,0.1765507
491,0.64883304,0.3511669
492,0.86377233,0.13622761
493,0.75328344,0.24671662
494,0.83050346,0.16949655
495,0.83922786,0.16077213
496,0.7555126,0.24448745
497,0.7810894,0.21891066
498,0.74542403,0.25457594
499,0.57398796,0.42601198
500,0.6715038,0.32849622
501,0.6766812,0.32331878
502,0.46513525,0.53486484
503,0.6826224,0.31737763
504,0.743537,0.25646305
505,0.72680634,0.27319363
506,0.62611586,0.37388417
507,0.8147567,0.18524334
508,0.6986544,0.3013456
509,0.7414923,0.25850773
510,0.7534918,0.24650818
511,0.67086166,0.3291383
512,0.7131764,0.2868236
513,0.82436305,0.1756369
514,0.857084,0.14291607
515,0.71426415,0.28573588
516,0.67591554,0.3240845
517,0.7635037,0.23649633
518,0.7944695,0.20553054
519,0.71843,0.28157005
520,0.79647577,0.20352423
521,0.68955606,0.3104439
522,0.737065,0.2629349
523,0.6851579,0.31484213
524,0.77963096,0.22036903
525,0.8909363,0.10906375
526,0.83211285,0.16788718
527,0.81909907,0.18090099
528,0.70707333,0.2929266
529,0.8714745,0.1285255
530,0.764741,0.23525892
531,0.81573653,0.18426345
532,0.6714704,0.3285296
533,0.6717939,0.3282061
534,0.8357548,0.1642452
535,0.7225489,0.27745113
536,0.67250353,0.3274965
537,0.71683043,0.28316954
538,0.7392786,0.2607214
539,0.86705834,0.1329417
540,0.68985283,0.31014708
541,0.7096546,0.29034537
542,0.7379793,0.26202068
543,0.8000166,0.19998345
544,0.8067422,0.19325775
545,0.76240367,0.23759633
546,0.8655045,0.13449556
547,0.73689085,0.2631091
548,0.72255206,0.277448
549,0.65637094,0.34362903
550,0.82276523,0.17723484
551,0.75913614,0.24086387
552,0.6916112,0.30838883
553,0.64959615,0.35040382
554,0.6394167,0.3605833
555,0.75634706,0.24365295
556,0.78497237,0.21502762
557,0.746773,0.25322703
558,0.74845475,0.25154528
559,0.8910777,0.10892227
560,0.6524315,0.34756854
561,0.71806353,0.2819364
562,0.52141964,0.47858033
563,0.79221547,0.2077845
564,0.74595666,0.25404337
565,0.78873694,0.21126302
566,0.7271724,0.27282766
567,0.6992236,0.30077648
568,0.7196729,0.28032708
569,0.7336146,0.2663854
570,0.5705465,0.42945352
571,0.7353362,0.2646638
572,0.64941025,0.35058978
573,0.70123947,0.2987605
574,0.8466438,0.15335615
575,0.7636455,0.23635443
576,0.829914,0.17008606
577,0.67328304,0.32671693
578,0.7814156,0.21858442
579,0.6231634,0.3768366
580,0.66470605,0.33529386
581,0.6255577,0.37444225
582,0.70855546,0.29144457
583,0.7059025,0.29409745
584,0.6869286,0.3130714
585,0.77278507,0.22721498
586,0.64022535,0.35977468
587,0.7543742,0.2456258
588,0.87516594,0.124834105
589,0.6447226,0.35527745
590,0.75188017,0.24811983
591,0.59484935,0.40515068
592,0.7071205,0.2928795
593,0.8589077,0.1410923
594,0.8177596,0.18224044
595,0.8390493,0.1609508
596,0.7334345,0.2665655
597,0.8031528,0.19684722
598,0.7135522,0.2864478
599,0.74968374,0.25031626
600,0.7965867,0.20341332
601,0.83537686,0.16462317
602,0.64284235,0.35715762
603,0.72662926,0.27337068
604,0.8491791,0.15082088
605,0.58534735,0.41465268
606,0.6547435,0.34525654
607,0.78213936,0.21786065
608,0.7407081,0.2592919
609,0.755752,0.24424794
610,0.70422417,0.2957758
611,0.79108304,0.20891698
612,0.7874999,0.21250005
613,0.81734693,0.18265311
614,0.75319004,0.24681
615,0.7427976,0.25720242
616,0.8069189,0.19308111
617,0.7326918,0.26730812
618,0.5767699,0.42323008
619,0.61757064,0.38242933
620,0.7479655,0.25203454
621,0.81303835,0.1869616
622,0.696738,0.303262
623,0.7406716,0.25932837
624,0.6994328,0.30056724
625,0.7566938,0.2433062
626,0.80484706,0.1951529
627,0.8114778,0.18852217
628,0.7140604,0.28593948
629,0.7643578,0.23564222
630,0.62474084,0.37525913
631,0.6992382,0.30076185
632,0.7621164,0.23788361
633,0.6859671,0.31403294
634,0.62238157,0.3776184
635,0.67049646,0.32950357
636,0.8485191,0.15148091
637,0.7350673,0.26493266
638,0.7919471,0.20805293
639,0.8119285,0.1880715
640,0.70557535,0.29442465
641,0.7708423,0.22915773
642,0.6982072,0.30179283
643,0.8010918,0.19890821
644,0.78276443,0.21723554
645,0.6127415,0.3872585
646,0.8778247,0.12217532
647,0.6386218,0.36137822
