,0,1
648,0.7686749,0.23132502
649,0.7657864,0.2342136
650,0.7324112,0.26758882
651,0.7488717,0.25112832
652,0.84202886,0.15797119
653,0.7375231,0.2624769
654,0.82875735,0.17124264
655,0.7757441,0.22425593
656,0.64526135,0.35473868
657,0.82942873,0.17057127
658,0.8044665,0.19553351
659,0.6893814,0.31061858
660,0.80532944,0.19467048
661,0.8017808,0.19821914
662,0.76346976,0.23653023
663,0.8198524,0.18014753
664,0.69914407,0.30085593
665,0.66454566,0.33545426
666,0.7419525,0.2580475
667,0.82560676,0.17439325
668,0.7913947,0.20860536
669,0.8087175,0.19128251
670,0.7293168,0.27068326
671,0.7534368,0.24656321
672,0.65462357,0.34537643
673,0.78637993,0.2136201
674,0.665201,0.33479896
675,0.82300544,0.1769946
676,0.73590463,0.26409537
677,0.63440377,0.3655963
678,0.71353436,0.28646562
679,0.7352354,0.26476455
680,0.68501586,0.31498414
681,0.76303315,0.23696682
682,0.64092207,0.35907793
683,0.77496713,0.2250328
684,0.7643489,0.23565109
685,0.7962588,0.20374122
686,0.74214584,0.2578542
687,0.74599606,0.25400397
688,0.728162,0.27183804
689,0.7996004,0.2003996
690,0.77335,0.22665001
691,0.8037187,0.19628127
692,0.8228261,0.17717396
693,0.6972898,0.30271015
694,0.76305926,0.23694077
695,0.76974446,0.23025557
696,0.7090009,0.29099908
697,0.68801373,0.3119863
698,0.82515574,0.17484434
699,0.6905313,0.3094687
700,0.74566185,0.25433815
701,0.8028485,0.1971515
702,0.7128933,0.2871067
703,0.6697073,0.33029276
704,0.81470495,0.18529499
705,0.7481068,0.2518932
706,0.7224528,0.27754718
707,0.7459477,0.25405228
708,0.62872875,0.37127128
709,0.78590316,0.2140968
710,0.7005738,0.29942623
711,0.7615683,0.23843172
712,0.70504177,0.29495823
713,0.69609964,0.30390027
714,0.7692361,0.23076391
715,0.76629394,0.23370612
716,0.7643906,0.23560941
717,0.74313295,0.25686708
718,0.8221025,0.1778975
719,0.7409069,0.25909308
720,0.6765627,0.32343727
721,0.66265655,0.33734345
722,0.7872312,0.21276882
723,0.7897257,0.21027425
724,0.6337642,0.36623585
725,0.8164784,0.18352166
726,0.7947516,0.20524842
727,0.704775,0.29522505
728,0.7460119,0.25398806
729,0.62440723,0.3755927
730,0.8096128,0.19038717
731,0.847498,0.15250196
732,0.8167208,0.18327922
733,0.7677959,0.23220406
734,0.77993906,0.2200609
735,0.81939924,0.18060072
736,0.784124,0.21587603
737,0.80360156,0.19639842
738,0.8593133,0.1406867
739,0.86218566,0.13781433
740,0.6495955,0.3504045
741,0.81641144,0.18358853
742,0.7686405,0.23135954
743,0.7061202,0.29387984
744,0.83126956,0.1687304
745,0.73333794,0.26666203
746,0.83158886,0.16841112
747,0.8186856,0.18131436
748,0.8356346,0.16436537
749,0.56966126,0.4303387
750,0.7011534,0.29884657
751,0.8213968,0.17860316
752,0.7911329,0.20886706
753,0.6824842,0.3175158
754,0.8604738,0.13952617
755,0.633652,0.36634803
756,0.86607987,0.13392013
757,0.7191384,0.28086162
758,0.69716316,0.30283684
759,0.8242963,0.17570364
760,0.7295715,0.2704285
761,0.8284679,0.17153206
762,0.72792494,0.272075
763,0.623428,0.37657204
764,0.5952055,0.4047945
765,0.75465584,0.24534413
766,0.7188508,0.28114915
767,0.784328,0.21567203
768,0.82308835,0.17691167
769,0.7595359,0.24046402
770,0.82507366,0.17492633
771,0.68080455,0.31919548
772,0.70236033,0.29763973
773,0.7834759,0.21652415
774,0.85667056,0.14332947
775,0.7873983,0.21260172
776,0.5461827,0.45381734
777,0.8430391,0.15696095
778,0.836861,0.16313896
779,0.70344234,0.29655766
780,0.7681988,0.23180124
781,0.8194741,0.1805259
782,0.67200375,0.32799622
783,0.80552924,0.19447081
784,0.64200634,0.3579937
785,0.6678466,0.33215335
786,0.76173,0.23827
787,0.7930771,0.2069229
